"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:2DgrDERq8jazhK1Y5ga3uq","Демони","spotify:artist:2ZSCvBBi07pkUv7SK2nCrh, spotify:artist:6mQd5HeHhMBZK8u2bTCduH","Omana, Vivienne Mort","spotify:album:1e8lSFVOTp6XqPH3AVVGxw","Демони","spotify:artist:2ZSCvBBi07pkUv7SK2nCrh, spotify:artist:6mQd5HeHhMBZK8u2bTCduH","Omana, Vivienne Mort","2021-04-17","https://i.scdn.co/image/ab67616d0000b273dc8ce12811b6218fe675cffe","1","1","145000","https://p.scdn.co/mp3-preview/4adb5711b54e0ab89f4f0bdb1ab457056f7293c8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","RUA1H2190730","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-03-29T19:25:15Z"
"spotify:track:3ewQvXUYzZ817ROJaVI2va","Завтра","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","spotify:album:0rcz0rPQfLZSv8ww4Jbcql","Ти лиш людина","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","2023-04-07","https://i.scdn.co/image/ab67616d0000b273fdd850c8f8eef8ea456ea4ce","1","5","162190","https://p.scdn.co/mp3-preview/2dbd235f303ae399bfc965ec2e1bbe88f8a3e48b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","PL06V2318761","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-04-11T16:51:19Z"
"spotify:track:30L7YoM2dciA3SY0MTcGVD","Теорії","spotify:artist:3MtohoQqvZFtmRTwzp0xSH","dity inzheneriv","spotify:album:6SFRRHKAwlzfUrzG2hGuRs","Теорії","spotify:artist:3MtohoQqvZFtmRTwzp0xSH","dity inzheneriv","2022-01-07","https://i.scdn.co/image/ab67616d0000b273b055ce975f003b543db31a5d","1","1","192935","https://p.scdn.co/mp3-preview/697c954debcbf6fdd3497597bdaf8a705d263980?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","SE62M2148976","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-04-14T11:44:00Z"
"spotify:track:2rMZZokcjQvJ6BELTI59X4","Дай п'ять","spotify:artist:3MtohoQqvZFtmRTwzp0xSH","dity inzheneriv","spotify:album:1p1r0MvWOgWHjMndfEKM7P","Дай п'ять","spotify:artist:3MtohoQqvZFtmRTwzp0xSH","dity inzheneriv","2022-01-21","https://i.scdn.co/image/ab67616d0000b273ac762eaf4ef9d67d2c55a7dd","1","1","154330","https://p.scdn.co/mp3-preview/37350e5a7b12dc3b107b831d301959587be5b0c4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","SE6A92129869","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-04-14T11:50:01Z"
"spotify:track:0goeTO0jTbfCQ0KaGOntM0","Тиша","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","spotify:album:0rcz0rPQfLZSv8ww4Jbcql","Ти лиш людина","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","2023-04-07","https://i.scdn.co/image/ab67616d0000b273fdd850c8f8eef8ea456ea4ce","1","4","182976","https://p.scdn.co/mp3-preview/7d11dea5bb3b55868e989919ba196f43ae9ed467?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","PL06V2318760","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-04-20T08:36:53Z"
"spotify:track:73ylEYZezCp6rSMmEoozIG","Пізно","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","spotify:album:0rcz0rPQfLZSv8ww4Jbcql","Ти лиш людина","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","2023-04-07","https://i.scdn.co/image/ab67616d0000b273fdd850c8f8eef8ea456ea4ce","1","9","206222","https://p.scdn.co/mp3-preview/4d4b145f8696b2f53c35d4a79a67b5e982c3895e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","PL66V2221507","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-04-20T09:40:53Z"
"spotify:track:6LYsD0Rceeca2Cf0a28CXm","Дім","spotify:artist:34n6GCUHfnL4Y0b0bU0Ah1","ЯВА","spotify:album:0RPecfy7k6PjB408CL9Sn6","Дім","spotify:artist:34n6GCUHfnL4Y0b0bU0Ah1","ЯВА","2022-03-06","https://i.scdn.co/image/ab67616d0000b273e86715677ca02513463c7d04","1","1","291063","https://p.scdn.co/mp3-preview/51ed5d134e960bbea7a3fbf711cde460c1a2aeac?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","TCAGC2222625","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-04-24T19:20:24Z"
"spotify:track:1btS2UHaQF7W53fP2bBuKs","Стіни","spotify:artist:46rVVJwHWNS7C7MaWXd842, spotify:artist:71DkA619tW0bpaMi4QBzmr","KALUSH, Jerry Heil","spotify:album:4W49nPGSmpB2JANNIPMOzS","Стіни","spotify:artist:46rVVJwHWNS7C7MaWXd842, spotify:artist:71DkA619tW0bpaMi4QBzmr","KALUSH, Jerry Heil","2023-05-19","https://i.scdn.co/image/ab67616d0000b273ca5d34f5c9bb7d303958f75c","1","1","162851","https://p.scdn.co/mp3-preview/8d727a0dea43efe631f0c4ce9ae761cd625c9ae5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","DEE862300809","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-05-20T19:33:18Z"
"spotify:track:2CLTgZObJXaLPIbZ3ANQQQ","De libertate","spotify:artist:5fxahF5Bcx1DRkCRlU3B5Y","Stereopalto","spotify:album:0zOSX5UHdWeSPNr5uJcqBh","Півмузики","spotify:artist:5fxahF5Bcx1DRkCRlU3B5Y","Stereopalto","2020-05-18","https://i.scdn.co/image/ab67616d0000b2732e690ce16c885c1992bf3721","1","4","95786","https://p.scdn.co/mp3-preview/09c80f1414f94eb7cc46e75e170d255eb08eb72b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","ushm22043234","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-05-27T22:31:42Z"
"spotify:track:7w72ysEQvBfQyiMAYzQh9L","окремо від тіла","spotify:artist:7jxraKfC3UFmBJK8CJx6Kv","the feels","spotify:album:0wsYhqz5bgNkjjvMBESfcr","окремо від тіла","spotify:artist:7jxraKfC3UFmBJK8CJx6Kv","the feels","2023-05-25","https://i.scdn.co/image/ab67616d0000b273cae96a7fde28cff19772289c","1","1","234473","https://p.scdn.co/mp3-preview/a2340f5f7046b429a56349f651eb30e4f408c9db?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","PL66V2346285","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-05-29T15:24:14Z"
"spotify:track:7IOLdOCrsVYQyzpwI8RDqF","В моїй сім'ї нормально бути ірраціональним","spotify:artist:3MtohoQqvZFtmRTwzp0xSH","dity inzheneriv","spotify:album:1q7DJYHGdJmfSKaNNvO7ey","В моїй сім'ї нормально бути ірраціональним","spotify:artist:3MtohoQqvZFtmRTwzp0xSH","dity inzheneriv","2022-12-08","https://i.scdn.co/image/ab67616d0000b2739bec85043b80b59271f1a943","1","1","153482","https://p.scdn.co/mp3-preview/454773d22e7d7924a5111fab7e0aa94e92ce8ecd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","SE66N2218114","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-06-07T19:00:50Z"
"spotify:track:1CaGfdrq6fuTItBinSwOfA","Лісостеп","spotify:artist:2twME3jNUXdJCcaJ7dqHsJ","adm:t","spotify:album:51xcSzXQMLflxMUXsFPF5Q","Лісостеп","spotify:artist:2twME3jNUXdJCcaJ7dqHsJ","adm:t","2021-07-07","https://i.scdn.co/image/ab67616d0000b27347cfdbf8659513fa37af6028","1","1","233996","","false","0","UAAO11900833","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-06-08T19:50:17Z"
"spotify:track:7BFPxlK8BHBn4SemwWBvBD","Ах, життя моє дороге","spotify:artist:2twME3jNUXdJCcaJ7dqHsJ, spotify:artist:1w1YMuo6yYb5YW6VRm6Abe","adm:t, James Hot","spotify:album:6HwG3voqXTsrkAyzrut9Lx","Ах, життя моє дороге","spotify:artist:2twME3jNUXdJCcaJ7dqHsJ, spotify:artist:1w1YMuo6yYb5YW6VRm6Abe","adm:t, James Hot","2021-10-27","https://i.scdn.co/image/ab67616d0000b27395e21cd1c9aadee407e2b5c4","1","1","144500","","false","0","UAAO11900963","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-06-12T18:27:41Z"
"spotify:track:1dL9VOHz8geVHFpBTizTx2","Іній","spotify:artist:6mQd5HeHhMBZK8u2bTCduH","Vivienne Mort","spotify:album:3nfdGmMparcIWbjOyk6D8k","Досвід","spotify:artist:6mQd5HeHhMBZK8u2bTCduH","Vivienne Mort","2018-02-19","https://i.scdn.co/image/ab67616d0000b273b80cb727390f8f29a1ca6bee","1","2","210625","https://p.scdn.co/mp3-preview/ce0e31a59e1412f5c19abef5a60b02c38ee82f0d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AEA0Q1818487","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-06-13T18:25:21Z"
"spotify:track:7fcIobA5JUkd90ad8y0cjO","Я вдома","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","spotify:album:2LFrNxIvNZS3oURodrzDV0","Я вдома","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","2022-12-09","https://i.scdn.co/image/ab67616d0000b273e0872e77f2091de7820334bf","1","1","178755","https://p.scdn.co/mp3-preview/09e3a6748c1964052e64be6274be685534a80b62?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","PL66V2205824","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-06-21T16:06:26Z"
"spotify:track:4m2zByRGWLbBB9W4ZBHhwS","Далеко в ненависті","spotify:artist:5woVfxExQZkeJHpRVlUw1T","FARINHATE","spotify:album:1IuJ2QHchKAPq5LexjZWf7","Далеко в ненависті","spotify:artist:5woVfxExQZkeJHpRVlUw1T","FARINHATE","2023-06-17","https://i.scdn.co/image/ab67616d0000b273785705137ef7c203ba164708","1","1","185418","https://p.scdn.co/mp3-preview/3ddfbbfa8e6648f50381c0fac0abdb24e6b6a7ad?cid=9950ac751e34487dbbe027c4fd7f8e99","false","18","SEYOK2319366","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-06-24T19:45:10Z"
"spotify:track:2UEA4GLn1cDGqGzgMzarHI","Падаю вниз","spotify:artist:5woVfxExQZkeJHpRVlUw1T","FARINHATE","spotify:album:1dP3aATDiRpkodoxbpJo3U","Падаю вниз","spotify:artist:5woVfxExQZkeJHpRVlUw1T","FARINHATE","2022-11-21","https://i.scdn.co/image/ab67616d0000b27308ead8e8fc3ed8a2a4136297","1","1","190042","https://p.scdn.co/mp3-preview/5d64aa8b75cf683ebebb39774f3515dad65f05e0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","SEYOK2235192","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-06-24T19:47:53Z"
"spotify:track:7H5o8oMSlCwRtifPFyZSEZ","Жахи","spotify:artist:5OE0mGGjHhJ5rUx7kUje01","Відчай","spotify:album:6zJLZKwcqhc4RYXtWUoQRc","УППА","spotify:artist:5OE0mGGjHhJ5rUx7kUje01","Відчай","2022-08-26","https://i.scdn.co/image/ab67616d0000b273ef5229b0a94acdf2c5c4f897","1","7","149508","https://p.scdn.co/mp3-preview/177cdb9888fe3894e4f664dd808ebcbeb5c4b5ff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","FRX452240007","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-06-22T16:03:08Z"
"spotify:track:2rkHzcLoOCjtGx5lmhHdLT","Правда проста","spotify:artist:2GIvBOjN0VC2FriCNAWe5v","Kebu","spotify:album:53JxiSr20SUDxvsceSg0C8","Правда проста","spotify:artist:2GIvBOjN0VC2FriCNAWe5v","Kebu","2023-03-30","https://i.scdn.co/image/ab67616d0000b273e619136ed23d311816835feb","1","1","235826","https://p.scdn.co/mp3-preview/2f49429b73e630e6f61a7d7ba747468eab689b5c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","QZGLS2307135","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-06-22T19:45:25Z"
"spotify:track:6WeqrRcqYXqSK7j6Fxb2WS","Rusalochki","spotify:artist:4kvCU3MzggM2piZCqvxj0x","Go_A","spotify:album:3AOGSJXXtLWl3L9xqcfbll","Rusalochki","spotify:artist:4kvCU3MzggM2piZCqvxj0x","Go_A","2023-06-15","https://i.scdn.co/image/ab67616d0000b273d15206a0ff5d44c3eb952d6b","1","1","198614","","false","45","PLUM72300259","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-06-28T05:43:19Z"
"spotify:track:4Q17SjgkbM4dVa3s5IUpLJ","пісня для радіо","spotify:artist:2sdWfIbu9rLQ0p7MULuhxC","хейтспіч","spotify:album:6e80WOerD3F4tKGZZYXcsd","пісня для радіо","spotify:artist:2sdWfIbu9rLQ0p7MULuhxC","хейтспіч","2023-06-30","https://i.scdn.co/image/ab67616d0000b27358d80e20831ed2fdc7ca0a73","1","1","171692","https://p.scdn.co/mp3-preview/58f5a82cfe78838b860ff51695cb396197f740d1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","31","SE6SA2310190","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-06-30T19:39:36Z"
"spotify:track:5tQzLOoOhCRMU0uiyBTDSv","Не тримайся","spotify:artist:1gP2mjoVMbbxA3PakgB2Q8","ін8ерсія","spotify:album:604TB0TJKfKapknn5hs73F","Не тримайся","spotify:artist:1gP2mjoVMbbxA3PakgB2Q8","ін8ерсія","2022-06-08","https://i.scdn.co/image/ab67616d0000b27311fe19d56a4c7a8da2704b12","1","1","123391","https://p.scdn.co/mp3-preview/21682a061a530c8f2fbadb6b55dfd50460bcc69d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","21","QM6N22222388","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-07-02T19:46:26Z"
"spotify:track:26pRQ7Wla4uT5s1wTSCdAZ","Каштани","spotify:artist:3MtohoQqvZFtmRTwzp0xSH","dity inzheneriv","spotify:album:6zcBu751F3UG67Gyza3hRW","Каштани","spotify:artist:3MtohoQqvZFtmRTwzp0xSH","dity inzheneriv","2023-06-26","https://i.scdn.co/image/ab67616d0000b273927acdd52aab4b687abdfd32","1","1","180147","https://p.scdn.co/mp3-preview/968ae51fb0267d9d38c3c981cdadc71fbc8b6454?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","SE6SA2362117","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-07-06T17:07:49Z"
"spotify:track:3OK8HwYRLmp6KpBoohym8e","Хто скаже мені","spotify:artist:5woVfxExQZkeJHpRVlUw1T","FARINHATE","spotify:album:6qRdgOXDtznuPN7pRcIh9Z","451","spotify:artist:5woVfxExQZkeJHpRVlUw1T","FARINHATE","2012-01-01","https://i.scdn.co/image/ab67616d0000b27357922737adac05dad9cd83eb","1","5","268434","https://p.scdn.co/mp3-preview/edb16fa4fe377139fa38fe342e127a27cdee30e2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","SEYOK2104687","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-07-08T11:13:59Z"
"spotify:track:3Fh2nf2gRQ2vTqMFWBJvOh","Зламане крило","spotify:artist:5woVfxExQZkeJHpRVlUw1T","FARINHATE","spotify:album:6qRdgOXDtznuPN7pRcIh9Z","451","spotify:artist:5woVfxExQZkeJHpRVlUw1T","FARINHATE","2012-01-01","https://i.scdn.co/image/ab67616d0000b27357922737adac05dad9cd83eb","1","6","284133","https://p.scdn.co/mp3-preview/f6d9facabca448983744649e11611958c5863eff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","SEYOK2104688","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-07-08T11:18:56Z"
"spotify:track:3VhN8AR9Fcppy5Onoi4pLs","Сни","spotify:artist:5woVfxExQZkeJHpRVlUw1T","FARINHATE","spotify:album:7dwfnwUMbznz2C33AAp6vb","За мить до життя","spotify:artist:5woVfxExQZkeJHpRVlUw1T","FARINHATE","2009-01-01","https://i.scdn.co/image/ab67616d0000b27384a39775d449a4e732d837cf","1","5","377417","https://p.scdn.co/mp3-preview/a4b0447374cd1c0a2adb9dbffdf46eebb1489def?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","SEYOK2106181","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-07-08T11:37:51Z"
"spotify:track:2N0x3U5SVmtEm0K27ohkL4","Ісус Із Назарета","spotify:artist:2IeDAlsxWzXuwU5i0kbE28","Лінія Маннергейма","spotify:album:0Vs7qAAg1Si4xyAKkXnuEz","Конфіскат","spotify:artist:2IeDAlsxWzXuwU5i0kbE28","Лінія Маннергейма","2020-03-02","https://i.scdn.co/image/ab67616d0000b2732200dd25490791a4cdf6c98d","1","7","336153","https://p.scdn.co/mp3-preview/c562ab0b57c4a395d9f6b3d452f7f1e76afa20fc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","TCADU1854812","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-07-08T11:52:51Z"
"spotify:track:0LdleT4TvFL5IkbY2vKY5T","Картини","spotify:artist:6jdXkhI59ngreTw9GwoKNv","АННА","spotify:album:4wZIi8FSDo12z8XvYlYZHl","Карматреш","spotify:artist:6jdXkhI59ngreTw9GwoKNv","АННА","2013-04-09","https://i.scdn.co/image/ab67616d0000b2738ef17632273d0d9fc1b30e8e","1","11","312228","https://p.scdn.co/mp3-preview/da8988fe6a96deff11dacd70402af6edb1dc3939?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","FR6V81751714","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-07-13T11:24:30Z"
"spotify:track:6eNw0OCz12uZn3nGxvW34F","В'язень","spotify:artist:4oVsAwGaEKny8QXeVN2uhH","Promsonya","spotify:album:2Z2bzbFpb5h2ZXtZK9NlhT","L'Abri Côtier","spotify:artist:4oVsAwGaEKny8QXeVN2uhH","Promsonya","2021-06-18","https://i.scdn.co/image/ab67616d0000b2731f6c3df8d43256c53eb46ad7","1","4","185000","https://p.scdn.co/mp3-preview/3200955afa701b200c60c1a9d23a887c37be0ea0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","FR96X2192892","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-07-23T14:46:49Z"
"spotify:track:0bKtv8MicqFfG6dvXmRd2V","Степом","spotify:artist:5Om4D5Xi1LYvwl72sdzTuR","Midgard","spotify:album:7CQUL1Uf1N6iAE4c6RsSZ2","Степом","spotify:artist:5Om4D5Xi1LYvwl72sdzTuR","Midgard","2023-07-17","https://i.scdn.co/image/ab67616d0000b2734ec50bc8d661d1b2e41cfa83","1","1","160892","https://p.scdn.co/mp3-preview/470d2e32715d97920548854fde34b2db1c6e50bb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","14","TCAHH2322052","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-08-22T13:33:26Z"
"spotify:track:6ZMMfuuFXEvTfj0p9rbeJt","Зграя","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","spotify:album:6qFV879ODEsgSDnp5HFZxY","Тут нема нікого, окрім нас","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","2021-11-26","https://i.scdn.co/image/ab67616d0000b273462a4e3a2fe2f32ecf9ecab9","1","1","182000","https://p.scdn.co/mp3-preview/0e31696b6b9e617e23d56be2e89f51a211bd4f48?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","FRX872144330","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-09-09T17:46:16Z"
"spotify:track:0GOqGsLHZpC66fk1VfTr4z","В самоті","spotify:artist:5woVfxExQZkeJHpRVlUw1T","FARINHATE","spotify:album:4JorXcCklIwf1oHIPgahuv","В самоті","spotify:artist:5woVfxExQZkeJHpRVlUw1T","FARINHATE","2023-09-19","https://i.scdn.co/image/ab67616d0000b2732a0833fe2428fff945fb43ea","1","1","190400","https://p.scdn.co/mp3-preview/061de73165604f0ceefde81677e2428946ca0a70?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","SEYOK2328425","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-09-19T17:32:19Z"
"spotify:track:003zmfjekIlYZ2ulPeZuXh","Серце - Remix","spotify:artist:2GIvBOjN0VC2FriCNAWe5v, spotify:artist:6Pwk70xMMrurzOhc7dYgO2","Kebu, saymory","spotify:album:75SR4UBrWoxZt3qGeMgoID","Серце (Remix)","spotify:artist:2GIvBOjN0VC2FriCNAWe5v","Kebu","2022-07-27","https://i.scdn.co/image/ab67616d0000b273b96737ce93b3fbbfe1991932","1","1","279236","https://p.scdn.co/mp3-preview/0372c7f934fb1acca0db86abf341db638fbaf7dd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZNJW2278247","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-11-25T18:46:28Z"
"spotify:track:1kfxKnspTzMtbpqP8oKp3b","Щось тут не так","spotify:artist:3HFXv0RGXyFFaw5yWnmZbn","На Межі","spotify:album:1ZVbxqhwzCmbTcNWKxO3JH","Щось тут не так","spotify:artist:3HFXv0RGXyFFaw5yWnmZbn","На Межі","2023-11-03","https://i.scdn.co/image/ab67616d0000b2731735661aee6c067028862667","1","1","124479","https://p.scdn.co/mp3-preview/3dcbe65e9dc6563649e3c31462d59c4307fd1c6c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","PL0B62370051","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-11-25T20:03:13Z"
"spotify:track:4iMG1U0dfLwTFXPFpzhLHL","Т.А.","spotify:artist:5fxahF5Bcx1DRkCRlU3B5Y","Stereopalto","spotify:album:1CLEf2atYbRXxtbfPZmjFJ","Т.А.","spotify:artist:5fxahF5Bcx1DRkCRlU3B5Y","Stereopalto","2023-09-29","https://i.scdn.co/image/ab67616d0000b273fec749d5a0deff6ab5598bed","1","1","112327","https://p.scdn.co/mp3-preview/5a604ba82026564e91518ef3eed1dc59f5607afc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","USL4Q2311350","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-11-26T15:31:35Z"
"spotify:track:01Kkxa5EYlt4oe7vZlGp5c","Vorozhyla","spotify:artist:2a34noMhBNoTjXAWD5aJeF, spotify:artist:4kvCU3MzggM2piZCqvxj0x","Monokate, Go_A","spotify:album:0q5pClu5VAAMatloOvYycY","Vorozhyla","spotify:artist:2a34noMhBNoTjXAWD5aJeF, spotify:artist:4kvCU3MzggM2piZCqvxj0x","Monokate, Go_A","2023-08-24","https://i.scdn.co/image/ab67616d0000b27343361cdc3eba66b5f8b0c210","1","1","230875","https://p.scdn.co/mp3-preview/c28086c9d521d9f2359130d698d9ffac6a2e0d5a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","QMDA62329988","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-11-26T16:01:27Z"
"spotify:track:3BF5XcGzssEL0Z5bP0a7OO","Ти лиш людина","spotify:artist:4IGHF22vbC33ColRBUHIXd, spotify:artist:4JS8yb5usTvy1TQicSFYmp","Tember Blanche, Moisei","spotify:album:0rcz0rPQfLZSv8ww4Jbcql","Ти лиш людина","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","2023-04-07","https://i.scdn.co/image/ab67616d0000b273fdd850c8f8eef8ea456ea4ce","1","8","209923","https://p.scdn.co/mp3-preview/ec8e8a81e090ebaff03b618983d2f4a060ef4114?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","PL06V2318764","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-11-26T21:40:36Z"
"spotify:track:2ZTKahpKz315nRAFrES8EA","Друг","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","spotify:album:6qFV879ODEsgSDnp5HFZxY","Тут нема нікого, окрім нас","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","2021-11-26","https://i.scdn.co/image/ab67616d0000b273462a4e3a2fe2f32ecf9ecab9","1","7","201355","https://p.scdn.co/mp3-preview/31dbaf958bdcc641db8b09e97dbd636842282a39?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","FRX872144334","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-11-28T21:49:49Z"
"spotify:track:08ngkV9MwrLWjyjNc3GVPm","Хованки","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","spotify:album:0hrJewBnUMmopS8K7J6AXW","Хованки","spotify:artist:4IGHF22vbC33ColRBUHIXd","Tember Blanche","2020-10-13","https://i.scdn.co/image/ab67616d0000b2735947eae131d4e13e97c5485e","1","1","205736","https://p.scdn.co/mp3-preview/57530c280e4407b7b3b735e1118f5768e467c428?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","QZNJV2019385","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2023-12-18T12:09:36Z"
"spotify:track:4lNNWnGwHtO6kNVkycuh9j","Де Твоя Лінія","spotify:artist:2IeDAlsxWzXuwU5i0kbE28","Лінія Маннергейма","spotify:album:0Vs7qAAg1Si4xyAKkXnuEz","Конфіскат","spotify:artist:2IeDAlsxWzXuwU5i0kbE28","Лінія Маннергейма","2020-03-02","https://i.scdn.co/image/ab67616d0000b2732200dd25490791a4cdf6c98d","1","4","325155","https://p.scdn.co/mp3-preview/6da271c9a27f286776dfff8a49867994e937fe89?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","TCADN1877022","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2024-01-23T16:37:37Z"
"spotify:track:2SxmrOiZxqdDrroZZ74CaW","Ніколи","spotify:artist:1gP2mjoVMbbxA3PakgB2Q8","ін8ерсія","spotify:album:2yxm2ggewX8Rt7bTG1yuLi","Ніколи","spotify:artist:1gP2mjoVMbbxA3PakgB2Q8","ін8ерсія","2022-02-11","https://i.scdn.co/image/ab67616d0000b273f97f1172c283841b288fb9e2","1","1","156022","https://p.scdn.co/mp3-preview/717c0e37f9c1e7efa69bd1d27c72c009f8871449?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GX53U2076251","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2024-01-28T19:06:16Z"
"spotify:track:2RHNUqYrbxSsMQjZ8MDwfw","Озеро","spotify:artist:2IeDAlsxWzXuwU5i0kbE28, spotify:artist:0q9S5nPKjHgc70T1MMp8Hi","Лінія Маннергейма, Фагот","spotify:album:0Vs7qAAg1Si4xyAKkXnuEz","Конфіскат","spotify:artist:2IeDAlsxWzXuwU5i0kbE28","Лінія Маннергейма","2020-03-02","https://i.scdn.co/image/ab67616d0000b2732200dd25490791a4cdf6c98d","1","5","294436","https://p.scdn.co/mp3-preview/135cc20f968a9482a8486c2518cfb8c99adecc38?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","TCAER2028143","spotify:user:31eggmwgwd6b5f4672kiiveoehya","2024-01-29T14:46:51Z"
